ID,votos
10000000135,2401.532120634918
10000000142,2213.4674999999997
10000000158,66030.05096666666
10000000161,46813.488766666684
10000000163,107529.25576666676
10000000164,13381.651799999996
10000000166,61683.43869999999
10000000169,103280.93120000004
10000000170,15194.555233333322
10000000171,76247.73496666663
10000000172,26630.84456666667
10000000173,79988.61779999999
10000000176,6178.606666666666
10000000177,39399.2548
10000000178,73149.288899999985
10000000179,21013.457400000003
10000000180,15778.710799999995
10000000327,764.168213492064
10000000347,4425.384666666665
10000000348,2729.9062666666687
10000000349,8676.323633333332
10000000358,5184.7647000000015
10000000363,2647.975799999999
10000000365,608.5462951852999
10000000366,1290.150585714285
10000000367,2561.2604988097373
10000000368,24628.303666666667
10000000369,2354.6022333333326
10000000370,1999.3735090909092
10000000371,2224.5866999999976
10000000602,3478.8180333333326
10000000603,5195.5481666666665
10000000607,21071.59676666666
10000000608,11533.425400000002
10000000609,15516.243300000006
10000000610,5857.687266666664
10000000611,2923.424733333332
10000000613,104759.56346666666
10000000614,91098.97170000001
10000000615,59607.841933333315
10000000616,161701.34500000003
10000000617,26028.413866666648
10000000618,14327.71666666666
10000000619,704.2683556748811
10000000620,12495.449699999997
10000000624,25297.204066666665
10000000721,2401.532120634918
10000000761,77753.59173333335
20000000009,810.2501595238108
20000000010,444.00491185612924
20000000019,8084.33373333333
20000000023,1437.1481356421357
20000000024,1189.3342922864579
20000000043,63942.17416666669
20000000044,66303.73410000006
20000000045,7687.819133333333
20000000046,15177.153633333326
20000000047,3727.1183333333324
20000000050,899.9999898327512
20000000052,2447.3436666666657
20000000054,9943.689666666674
20000000059,1468.9778166666663
20000000060,10967.35063333333
20000000082,4511.048621212121
20000000083,1108.1111975325753
20000000085,1104.7369664242199
20000000086,1104.7369664242199
20000000119,2195.1185691731584
20000000126,3038.9410333333353
20000000127,128679.53266666667
20000000128,28244.23176666667
20000000153,93914.15676666668
20000000156,72839.8036666667
20000000157,3144.9158333333316
20000000158,1054.1001820376873
20000000159,1665.4925833333336
20000000160,9054.412266666672
20000000167,107959.82870000009
20000000169,12146.916499999996
20000000170,24760.913933333337
20000000172,20289.99483333333
20000000198,579.7412734383678
20000000265,1461.7643746267452
20000000266,101172.08856666663
20000000267,9485.155966666669
20000000269,159406.47050000008
20000000270,1285.5388952380947
20000000271,1559.0531
20000000272,1285.5388952380947
20000000273,39387.69773333334
20000000274,97527.83396666666
20000000277,35318.038033333316
20000000278,31620.958066666673
20000000280,9098.192133333332
20000000281,32877.6958
20000000282,37716.67019999998
20000000283,17641.255400000002
20000000284,26252.178500000013
20000000286,4188.957033333332
20000000287,133674.3440333334
20000000289,27687.645666666653
20000000364,7531.556866666662
20000000367,990.7216222222224
20000000369,81050.90796666662
20000000373,19756.266499999998
20000000380,80687.32226666666
20000000381,599.5574715423128
20000000382,95614.37746666673
20000000385,10034.399833333326
20000000391,4136.518300000003
20000000393,597.6052877923158
20000000444,4195.536066666665
20000000446,1259.8011666666666
20000000449,930.2624925925928
20000000468,1139.775534920635
20000000474,2240.0881025641042
20000000482,6717.334682828288
20000000484,1091.0512387802844
20000000485,1091.0512387802844
20000000503,30522.095366666676
20000000541,11333.91276666667
30000000004,1918.4393904761894
30000000005,1376.469557656396
30000000022,24553.891699999993
30000000029,47793.02303333333
30000000033,3948.8015333333356
30000000084,51599.88853333332
30000000085,3606.601733333332
30000000086,2450.3961428571424
30000000087,21988.48623333333
30000000089,1731.378569047621
30000000090,2309.9404999999997
30000000091,3592.7164666666677
30000000092,2569.4579666666673
30000000108,2894.909866666667
30000000116,39665.11813333332
30000000117,4167.26533333333
30000000118,47009.33626666663
30000000119,97316.79799999998
30000000120,2055.1941999999995
30000000121,1119.2078333333343
30000000122,16314.365500000013
30000000123,1146.2183380952379
30000000124,22037.834966666676
30000000142,10265.126133333335
30000000143,3465.666199999999
30000000144,715.7878500000004
30000000145,81605.66853333333
30000000146,9277.861299999995
30000000147,3229.163599999999
30000000148,65117.55296666667
30000000149,715.7878500000004
30000000150,1764.4869666666657
30000000152,868.9214487179494
30000000153,4180.8544
30000000154,55805.22956666666
30000000155,2276.0861666666665
30000000156,4638.571166666667
30000000157,37172.68046666667
30000000158,55346.06753333336
30000000159,33167.43893333333
30000000160,3443.4479166666656
30000000161,1095.7329372317654
30000000165,1095.7329372317654
30000000338,142767.14756666662
30000000344,1095.7329372317654
30000000345,2490.947933333333
30000000346,1031.5116595238107
30000000347,920.4182104918383
30000000348,979.3406333333339
30000000349,23030.815866666657
30000000350,5942.354687878786
30000000351,830.5386630952381
30000000352,890.7780976190477
30000000353,31125.279633333328
30000000354,4892.755604761907
30000000355,1344.8433999999997
30000000356,6180.905900000002
30000000360,920.4182104918383
30000000462,53268.580700000006
30000000463,2588.1672000000012
30000000464,9018.075433333333
30000000465,741.9504422378704
30000000466,51542.15720000005
30000000467,18552.534633333333
30000000468,62805.88993333334
30000000469,47053.78473333334
30000000470,16525.604999999992
30000000472,1070.731587928154
30000000473,1070.731587928154
30000000475,1070.731587928154
30000000477,1070.731587928154
30000000478,1279.8462555555552
30000000479,5019.448200000004
30000000480,1731.2660190476183
30000000551,2885.648333333333
30000000567,1070.731587928154
30000000568,1070.731587928154
40000000001,738.8187182366645
40000000003,1436.1741851258275
40000000077,101671.53646666667
40000000078,85353.73183333331
40000000079,20689.236866666666
40000000080,1510.9547871677971
40000000081,95688.0333666667
40000000082,89844.05459999997
40000000083,71146.24929999998
40000000085,952.3774170978448
40000000086,158947.89520000003
40000000087,134876.5807
40000000088,1246.9866494496098
40000000089,61169.77980000004
40000000090,1062.012025621764
40000000091,2324.1944666666677
40000000092,693.5749109294384
40000000093,5921.231366666664
40000000094,1900.5056333333332
40000000095,8308.683099999998
40000000096,8024.8260999999975
40000000097,1452.016044444444
40000000098,1629.1599714285708
40000000185,2885.1290774217478
40000000338,3531.6499333333354
40000000339,16324.502366666673
40000000340,40305.47959999999
40000000341,32994.254033333345
40000000342,11680.378500000006
40000000344,2837.588947619046
40000000345,131174.0663666667
40000000346,1069.576604761905
40000000347,37060.401533333315
40000000348,6432.094500000002
40000000349,117431.6918666667
40000000350,1126.0474666666673
40000000351,15135.742233333336
40000000353,161977.72383333338
40000000601,6098.276933333337
40000000602,10334.432066666664
40000000616,768.8460237397014
40000000617,768.8460237397014
40000000640,768.8460237397014
40000000713,705.6396523419021
40000000718,1159.049605278183
40000000719,2900.4750333333327
40000000720,1823.374473412699
40000000722,957.010040481282
40000000723,1168.5570973544975
40000000744,846.6080923076923
40000000746,866.078166666667
40000000749,7090.653033333333
40000000750,898.3071000000001
40000000752,1013.551158658009
40000000753,716.9024666666669
40000000862,1616.8613523809531
40000000865,16458.18283333335
40000000874,2729.227476190476
40000000961,880.9926275446539
40000001042,586.7871436147193
40000001121,26359.736716666674
40000001202,3211.622766666667
50000000003,2715.290866666667
50000000005,432.3857587328173
50000000008,6789.304433333332
50000000010,1300.3234503749034
50000000011,2101.0002666666674
50000000012,1881.9704487179492
50000000014,1007.0486164021162
50000000016,1300.3234503749034
50000000017,2278.8136000000004
50000000019,991.8861727321466
50000000020,1200.3075844155853
50000000024,1767.4472000000005
50000000027,2722.755547619049
50000000035,3119.747299999999
50000000039,1296.0667238095234
50000000042,1300.3234503749034
50000000043,1300.3234503749034
50000000051,1425.3777151515146
50000000053,6087.7060666666675
50000000061,2223.7119738095234
50000000066,16930.234933333333
50000000068,1300.3234503749034
50000000072,1300.3234503749034
50000000073,1601.8841666666683
50000000075,1594.965433333333
50000000078,1300.3234503749034
50000000079,1300.3234503749034
50000000080,3578.1983642857153
50000000084,1300.3234503749034
50000000120,94822.2647
50000000121,132388.99520000006
50000000122,3082.832199999999
50000000123,155908.62016666666
50000000124,7848.263099999998
50000000126,8817.767733333332
50000000127,3508.5047333333314
50000000128,18247.86446666667
50000000129,6874.281333333334
50000000131,72203.30526666669
50000000132,85448.65596666675
50000000133,130154.76286666667
50000000134,96958.52163333332
50000000135,104971.45679999993
50000000136,121528.99840000001
50000000137,101256.44530000002
50000000138,51597.2672
50000000139,17493.105099999993
50000000140,3539.3972999999983
50000000141,141532.17236666675
50000000142,79780.14616666664
50000000143,1206.1671181818174
50000000144,101306.24366666665
50000000145,157910.50796666663
50000000146,102365.7214333334
50000000147,133968.36960000003
50000000148,78013.8052333333
50000000149,110729.00736666666
50000000150,70531.23153333334
50000000151,66224.29343333333
50000000159,100242.8862666667
50000000160,110551.42730000002
50000000161,62404.96883333332
50000000162,820.3061053068434
50000000163,820.3061053068434
50000000164,113416.05586666668
50000000166,9227.62673076923
50000000167,102495.50056666665
50000000168,116286.80186666666
50000000169,101038.35829999998
50000000170,5098.911166666666
50000000178,15915.826066666657
50000000183,85191.35926666667
50000000190,1644.3895523809522
50000000194,2668.825719047619
50000000198,4272.9450333333325
50000000199,27399.79849999999
50000000202,75308.43593333336
50000000204,2281.0895619047615
50000000208,5263.492733333329
50000000209,8459.085766666672
50000000213,1496.1517402682284
50000000229,4941.610833333335
50000000230,5490.534233333328
50000000231,1755.2646696545296
50000000232,1951.2405777777794
50000000233,1855.3052550191192
50000000235,1053.1452734953036
50000000236,2786.095233333332
50000000237,9616.191233333337
50000000260,4962.5021000000015
50000000261,4201.292799999999
50000000268,1063.5062315067973
50000000275,6947.735066666669
50000000433,13388.319266666671
50000000434,879.7712824242429
50000000436,1717.5317241620737
50000000441,879.7712824242429
50000000448,9808.417699999998
50000000450,1775.2694
50000000452,1377.3174278611993
50000000454,1645.553485714286
50000000456,1120.4767000000004
50000000457,41070.83376666668
50000000465,10736.979399999998
50000000466,56921.515566666676
50000000467,5829.754599999998
50000000468,3353.628899999999
50000000469,4836.562279797985
50000000471,3978.968466666667
50000000485,2011.7089666666673
50000000494,1960.8335424242423
50000000495,701.4030660196438
50000000496,9559.21583333334
50000000497,722.875563466955
50000000498,75210.00696666668
50000000499,7026.114166666665
50000000500,22726.101400000003
50000000501,1004.7865166666668
50000000503,2643.7755666666676
50000000538,2672.7174666666688
50000000539,1699.0640142540874
50000000544,8967.352266666665
50000000545,731.3585057152645
50000000547,731.3585057152645
50000000549,1973.5992666666673
50000000551,57609.02106666666
50000000552,915.118003640804
50000000626,91975.07209999999
50000000627,108994.12036666667
50000000628,98314.0146333333
50000000629,57184.919700000006
50000000630,148382.85103333325
50000000631,48210.55413333337
50000000632,1554.5905941176477
50000000634,79897.11933333328
50000000635,17132.37430000001
50000000637,110704.81736666674
50000000639,150507.46556666668
50000000640,978.8573817244851
50000000641,3058.1703000000025
50000000642,183641.57590000005
50000000643,168642.0827333334
50000000644,37043.29346666666
50000000646,1556.709299999999
50000000651,42309.13036666667
50000000652,2824.9651
50000000653,51110.81823333331
50000000654,28568.716051515144
50000000655,148144.9064333333
50000000656,3133.108682051282
50000000657,4996.619533333334
50000000659,2518.4726666666666
50000000660,1516.194487114846
50000000661,76233.51130000009
50000000665,2374.0927333333334
50000000667,62810.24796666665
50000000668,3537.2228833333315
50000000669,879.7712824242429
50000000670,49811.79036666665
50000000671,7004.4972666666645
50000000672,46038.73319999997
50000000674,100137.33519999999
50000000677,9934.487860606057
50000000680,3388.4440444444426
50000000681,58132.77499999996
50000000682,4088.2934000000005
50000000683,67840.18089999999
50000000684,2429.135166666668
50000000686,3269.9353000000006
50000000688,11653.333500000004
50000000689,3119.250766666669
50000000690,3340.5686666666675
50000000691,3112.915033333334
50000000704,1548.85251868132
50000000843,2354.266009523811
50000000847,15378.39443333333
50000000848,1255.6684076479075
50000000856,2188.4694095238096
50000000864,9736.391
50000000870,2356.0044666666668
50000000873,11037.575500000008
50000001014,51824.281000000046
50000001020,2975.7542666666664
50000001063,4112.342100000002
50000001067,1063.5062315067973
50000001115,2825.023109523809
50000001148,3835.097966666667
60000000064,3793.9429000000014
60000000065,1991.4091999999991
60000000066,7304.002266666664
60000000067,13006.465533333334
60000000068,10166.736099999998
60000000069,11650.769033333334
60000000071,10918.8084
60000000073,2686.351100000001
60000000074,1379.853717460317
60000000079,10474.107600000001
60000000082,2269.4151666666667
60000000083,10161.54786666666
60000000084,8592.853866666665
60000000087,3650.8340500000004
60000000088,4318.063649999998
60000000089,4128.113766666667
60000000090,22710.506933333352
60000000096,1351.7698857142855
60000000097,13090.412033333334
60000000243,11628.166033333338
60000000246,101543.5644
60000000247,4369.785515018315
60000000251,2310.6815666666653
60000000252,879.7712824242429
60000000253,879.7712824242429
60000000254,3014.252866666668
60000000255,768.8460237397014
60000000256,17124.294333333335
60000000257,3599.0223333333347
60000000259,1095.7329372317654
60000000260,1095.7329372317654
60000000261,1095.7329372317654
60000000262,1095.7329372317654
60000000263,1095.7329372317654
60000000264,2447.8909999999996
60000000265,5883.108333333338
60000000266,1095.7329372317654
