ID,votos
10000000135,1459.9375
10000000142,2162.1875
10000000158,59816.625
10000000161,43364.8125
10000000163,83912.1875
10000000164,12283.6875
10000000166,83363.875
10000000169,93967.25
10000000170,9190.625
10000000171,101709.3125
10000000172,17177.375
10000000173,40149.625
10000000176,12478.6875
10000000177,41874.4375
10000000178,56914.5
10000000179,27688.1875
10000000180,2328.6875
10000000327,1136.1666666666667
10000000347,2924.5625
10000000348,2915.125
10000000349,5243.5625
10000000358,4692.8125
10000000363,3352.75
10000000365,551.4444444444445
10000000366,1063.0625
10000000367,1472.142857142857
10000000368,34004.3125
10000000369,1482.625
10000000370,1053.8125
10000000371,2215.4375
10000000602,4399.375
10000000603,5595
10000000607,24263.125
10000000608,7686.5625
10000000609,7052.9375
10000000610,6186.75
10000000611,2249.5625
10000000613,143496.75
10000000614,96478.6875
10000000615,61003.3125
10000000616,142271.125
10000000617,20023.5
10000000618,8759
10000000619,1395.8333333333333
10000000620,8686.4375
10000000624,22477
10000000721,1459.9375
10000000761,49783.75
20000000009,1155.875
20000000010,700.8235294117648
20000000019,3274.375
20000000023,1094.2222222222222
20000000024,781
20000000043,52441.0625
20000000044,43038.75
20000000045,3187.1875
20000000046,13889.1875
20000000047,1670
20000000050,1071.875
20000000052,2003.1875
20000000054,13333.625
20000000059,1716.5625
20000000060,14576.25
20000000082,2008.6875
20000000083,1000.6190476190476
20000000085,867.4375
20000000086,867.4375
20000000119,974.625
20000000126,2147.875
20000000127,80684.3125
20000000128,22957.6875
20000000153,129606.9375
20000000156,73204.9375
20000000157,1007.25
20000000158,1554.3529411764705
20000000159,1607.0588235294117
20000000160,4838.625
20000000167,101165.5625
20000000169,6020
20000000170,22957.6875
20000000172,16497.75
20000000198,671.4117647058823
20000000265,1341.9375
20000000266,140792.75
20000000267,8519.5625
20000000269,95725
20000000270,1716.5625
20000000271,2421.5
20000000272,1716.5625
20000000273,37761
20000000274,67651.8125
20000000277,23646.625
20000000278,32301.6875
20000000280,7052.9375
20000000281,24644.75
20000000282,32877.6875
20000000283,6007.3125
20000000284,20225.6875
20000000286,2826.0625
20000000287,104282.625
20000000289,34503.6875
20000000364,5803.625
20000000367,2921.375
20000000369,74335.875
20000000373,6610.3125
20000000380,75347
20000000381,2148.0625
20000000382,109732.23529411765
20000000385,9502.875
20000000391,2944.0625
20000000393,711.5294117647059
20000000444,2555.5625
20000000446,1114.625
20000000449,879.375
20000000468,809.0555555555555
20000000474,5123.375
20000000482,3058.5
20000000484,809.0555555555555
20000000485,809.0555555555555
20000000503,43611.875
20000000541,5778.5625
30000000004,1149.8235294117646
30000000005,1144.4375
30000000022,12014.5625
30000000029,36944.0625
30000000033,2598.75
30000000084,89812.625
30000000085,2916.875
30000000086,2542.625
30000000087,24346.625
30000000089,1004.25
30000000090,3635.875
30000000091,1843.375
30000000092,3828.1875
30000000108,1838.375
30000000116,25659.9375
30000000117,4685.5
30000000118,39058.25
30000000119,95378.625
30000000120,2651.4375
30000000121,937.5
30000000122,12137
30000000123,1421.7222222222222
30000000124,36211.375
30000000142,6653.3125
30000000143,3171.25
30000000144,995.875
30000000145,54748.25
30000000146,9244.3125
30000000147,3400.6875
30000000148,60735.75
30000000149,995.875
30000000150,3750.9375
30000000152,1312.9375
30000000153,5177.3125
30000000154,49643.125
30000000155,3357.3125
30000000156,3406.1875
30000000157,24069.875
30000000158,37448.125
30000000159,11628.6875
30000000160,2647.5625
30000000161,1108.6875
30000000165,1108.6875
30000000338,91177.5625
30000000344,1108.6875
30000000345,2059.0625
30000000346,824.1875
30000000347,607.1875
30000000348,1036.25
30000000349,24431.5
30000000350,6472.375
30000000351,607.1875
30000000352,1020.9375
30000000353,17885.375
30000000354,4753.125
30000000355,3182
30000000356,6945.0625
30000000360,607.1875
30000000462,63824.875
30000000463,2875.4375
30000000464,6516.0625
30000000465,851.9411764705883
30000000466,50251.875
30000000467,11143.5
30000000468,63656.6875
30000000469,40537.4375
30000000470,12263.125
30000000472,1245.625
30000000473,1245.625
30000000475,1245.625
30000000477,1245.625
30000000478,1689.125
30000000479,2463.4375
30000000480,1715.5625
30000000551,1838.875
30000000567,1245.625
30000000568,1245.625
40000000001,849.5
40000000003,1106.4375
